Fault,Easting,Northing,ZTopLeft,ThicknessLeft1,ThicknessLeft2,ZTopRight,ThicknessRight1,ThicknessRight2,DipAzimuth,Dip,
M5,254463,573617,-2787.9,24.7696,109.929,-2706.5,20.0502,108.531,196.452,70.1882,
M5,254359,573642,-2794.23,31.1371,110.369,-2705.12,20.1882,109.729,193.545,69.7101,
M5,254258,573654,-2794.23,31.1371,110.369,-2717.57,15.1041,104.374,182.977,68.148,
M5,254160,573655,-2825.78,20.0426,108.92,-2717,14.1749,106.955,183.085,68.4668,
M5,254062,573659,-2843.44,20.8574,108.79,-2701.23,15.6458,116.618,182.976,68.7893,
M5,253963,573663,-2845.39,29.4845,112.521,-2685.73,19.8188,118.87,182.677,69.1341,
M5,253863,573669,-2839.17,39.3794,115.442,-2676.42,23.15,116.146,182.314,69.5223,
M5,253764,573675,-2830.18,43.3334,117.387,-2672.53,22.2029,114.652,181.877,69.9444,
M5,253664,573681,-2824.26,38.897,120.566,-2670.57,21.3658,114.488,181.205,70.3359,
M5,253565,573684,-2830.2,26.9944,121.318,-2665.06,24.9072,114.553,180.823,70.7171,
M5,253466,573686,-2837.01,21.4907,117.78,-2652.78,35.3756,115.042,181.135,71.1471,
M5,253367,573689,-2841.5,21.6629,107.87,-2643.63,45.035,116.536,182.138,71.6771,
M5,253269,573695,-2836.42,22.4651,101.76,-2646.57,47.1826,118.665,183.303,72.3069,
M5,253170,573702,-2821.98,26.3843,99.1324,-2652.98,47.807,121.27,184.161,72.9972,
M5,253071,573712,-2806.84,24.1375,90.3443,-2660.41,51.5181,124.075,184.481,73.7079,
B46,235543,595283,-3181.79,114.06,154.095,-2998.62,83.5016,131.876,269.592,79.2929,
B46,235559,595401,-3113.95,153.35,204.643,-2921.61,87.6976,155.346,270.017,78.7572,
B46,235566,595514,-3091.9,131.746,230.137,-2866.82,86.5059,194.344,266.644,77.7536,
B46,235561,595624,-3085.12,94.7877,219.958,-2847.1,87.2361,206.331,263.022,76.7194,
B46,235547,595730,-3080.83,76.6238,217.875,-2858.04,69.3379,210.513,258.958,75.6625,
B46,235524,595835,-3076.45,76.5803,217.808,-2859.34,64.0142,212.708,254.619,74.6892,
B46,235492,595937,-3074.36,77.498,218.577,-2850.34,70.7914,213.695,250.298,73.944,
B46,235453,596036,-3077.21,76.5073,218.783,-2848.46,70.5036,214.597,246.358,73.4875,
B46,235407,596132,-3083.62,73.8152,218.939,-2846.58,70.4275,215.268,242.511,73.2565,
B46,235354,596226,-3089.62,72.024,219.766,-2843.2,71.9955,215.956,238.944,73.2049,
B46,235296,596316,-3093.37,72.4376,220.54,-2839.39,74.2892,216.525,236.782,73.3458,
B46,235236,596404,-3098.31,71.179,221.142,-2837.57,74.7329,216.981,234.65,73.7053,
B46,235173,596491,-3103.05,69.3827,221.198,-2836.45,74.5234,217.58,233.719,74.1367,
B46,235108,596576,-3105.18,69.6392,220.775,-2834.01,75.9379,218.187,232.117,74.6133,
B46,235042,596661,-3107.61,70.1652,219.891,-2831.7,77.6313,218.529,231.937,74.9261,
B46,234976,596745,-3112.69,68.7873,219.362,-2832.04,76.9274,218.709,232.431,75.2354,
B46,234911,596830,-3118.67,67.9745,219.03,-2833.95,74.8907,218.895,233.533,75.4756,
B46,234846,596916,-3124.78,68.621,217.76,-2835.47,73.3152,219.176,233.748,75.6843,
B46,234783,597003,-3132.56,67.5344,217.926,-2835.56,73.3943,219.594,234.371,75.7638,
B46,234720,597090,-3138.92,67.3937,219.879,-2834.3,76.1695,220.147,234.991,75.7784,
B46,234657,597178,-3142.7,69.0934,220.415,-2833.54,80.2475,220.765,235.246,75.8361,
B46,234594,597265,-3147.78,68.7748,221.399,-2837.26,81.8515,221.531,235.18,75.9407,
B46,234529,597351,-3153.76,67.3439,224.168,-2847.86,80.467,222.716,233.242,76.2906,
B46,234459,597434,-3159.75,66.8058,225.38,-2868.88,74.8279,224.307,228.802,77.1303,
B46,234382,597511,-3167.43,66.2709,225.468,-2893.47,68.7698,225.618,224.184,78.2681,
B46,234303,597583,-3174.09,67.0102,225.969,-2903.81,70.7337,225.417,221.68,79.3873,
B46,234223,597654,-3133.94,114.023,226.665,-2903.09,74.8961,224.148,222.701,80.2887,
B46,234144,597727,-3104.05,152.488,228.145,-2902.38,75.3538,223.516,223.1,81.4816,
B46,234065,597798,-3108.57,157.781,229.214,-2900.9,76.256,223.454,222.127,82.7989,
B46,233983,597868,-3114.2,160.864,229.299,-2898.16,79.7578,222.692,218.836,84.1051,
B46,233897,597933,-3173.94,108.876,229.741,-2896.6,84.3807,220.843,216.062,84.908,
B46,233807,597993,-3221.82,68.5462,230.967,-2903.54,84.6481,218.119,211.948,85.5898,
B46,233717,598048,-3226.14,72.1706,232.446,-2926.53,74.5773,214.725,211.929,85.6905,
B46,233625,598102,-3229.73,76.8087,233.491,-2955.21,60.1652,211.784,209.825,86.7251,
B46,233534,598153,-3237.57,76.868,234.005,-2962.4,61.4466,207.261,209.266,87.8143,
B46,233445,598203,-3253.02,68.4915,234.059,-2950.14,72.5222,196.655,209.038,89.055,
B46,233357,598253,-3275.2,52.1818,233.519,-2936.63,69.1259,188.612,29.9441,89.9265,
B46,233270,598306,-3279.81,51.8181,232.332,-2926.82,50.8694,199.757,32.3842,89.4889,
B46,233183,598364,-3270.5,63.6672,230.831,-2906.95,42.8124,225.273,35.8708,89.801,
B46,233100,598428,-3271.08,64.1467,230.285,-2884.58,53.1212,238.154,218.618,89.4847,
B46,233018,598496,-3272.46,62.4077,231.17,-2876.75,64.6927,236.273,220.426,88.5296,
B46,232936,598564,-3270.88,61.8029,233.43,-2873.53,72.3616,235.055,219.603,87.8974,
B46,232855,598632,-3270.52,61.0991,234.631,-2874.08,76.1547,235.105,220.296,86.6801,
B46,232774,598699,-3275.7,58.322,236.099,-2877.97,76.6158,234.799,219.32,85.7251,
B46,232692,598766,-3281.45,57.9058,238.087,-2887.83,70.4424,233.325,218.972,84.5384,
B46,232609,598832,-3281.58,64.1542,238.686,-2894.64,65.6936,232.002,218.235,83.4803,
B46,232525,598897,-3281.58,69.6704,239.477,-2892.66,68.4349,231.918,217.465,82.4881,
B46,232441,598962,-3285.94,70.2352,239.964,-2890.18,71.2245,232.721,218.715,81.1088,
B46,232357,599028,-3290.5,69.3027,240.253,-2894.21,68.3015,232.703,218.072,80.4796,
B46,232274,599094,-3292.02,69.6944,240.224,-2898.6,65.5576,231.262,218.918,79.6256,
B46,232193,599160,-3292.06,69.2316,240.764,-2896.44,68.4108,229.9,219.442,79.1037,
B46,232112,599229,-3292.19,67.1801,241.238,-2895.56,67.8775,228.712,221.038,78.5805,
B46,232034,599299,-3291.15,66.1545,241.529,-2894.79,64.4211,230.721,222.488,78.2923,
B46,231958,599371,-3286.56,68.1616,243.468,-2893.19,63.1459,231.988,223.857,78.0452,
B46,231884,599446,-3281.91,70.0911,245.053,-2890.28,64.5886,232.469,226.153,77.5117,
B46,231813,599524,-3282.14,67.3874,245.631,-2885.38,69.574,231.814,229.005,76.8149,
B46,231747,599606,-3282.71,64.3509,246.211,-2881.57,74.3115,231.878,232.494,75.9335,
B46,231685,599691,-3277.49,66.3373,246.349,-2881.52,77.0115,230.983,235.642,75.1852,
B46,231627,599780,-3267.08,71.442,242.823,-2887.58,75.2137,230.016,237.279,75.0067,
B46,231573,599870,-3258.86,71.3263,236.458,-2900.84,68.0692,227.484,239.849,74.9109,
B46,231525,599963,-3247.59,72.2974,232.714,-2920.29,58.0074,224.193,245.953,74.1035,
B46,231487,600062,-3238.95,71.8282,236.102,-2933.96,51.3172,225.084,251.575,73.2628,
B46,231450,600161,-3236.11,71.5818,241.964,-3000.67,48.3085,170.499,248.964,74.2599,
B46,231410,600259,-3228.22,81.5968,242.337,-3004.43,49.0705,173.059,247.284,75.6135,
B46,231370,600357,-3217.78,92.002,231.466,-2937.91,58.5134,233.546,247.302,76.6323,
B46,231331,600454,-3207.13,88.8903,221.276,-2931.59,67.6583,238.205,247.739,77.1568,
B46,231290,600550,-3197.78,72.946,234.445,-2931.34,70.4078,240.609,245.417,77.9771,
B46,231244,600645,-3191.72,66.396,250.993,-2928.99,71.1349,243.592,241.854,79.005,
B46,231191,600736,-3190.17,71.1414,255.175,-2927.65,71.0671,248.223,237.808,80.161,
B46,231130,600825,-3193.86,73.9951,257.147,-2930.92,70.2813,254.232,233.842,81.2714,
B46,231063,600909,-3201.35,73.822,255.52,-2935.6,73.9858,255.888,230.674,82.0566,
B46,230993,600991,-3206.72,73.1342,251.883,-2941.38,77.465,253.87,228.402,82.4053,
B46,230921,601070,-3209.82,70.6953,247.105,-2948.42,76.8746,252.82,227.949,81.9908,
B46,230851,601149,-3213.49,62.9124,245.204,-2953.55,77.2565,252.486,229.297,80.7318,
B46,230781,601230,-3213.66,57.4241,245.769,-2961.12,76.3983,252.916,229.602,79.5202,
B46,230712,601311,-3211.61,56.1184,249.35,-2967.97,78.2209,249.38,229.612,78.292,
B46,230642,601392,-3205.39,64.2057,252.977,-2970,83.836,244.884,229.555,77.0793,
B46,230572,601472,-3198.9,76.322,252.903,-2974.04,81.53,247.443,229.454,75.8855,
B46,230501,601552,-3200.33,79.6746,255.045,-3035.65,59.8974,212.123,228.148,75.1704,
B46,230428,601631,-3202.11,83.2369,256.448,-3039.63,58.8912,213.826,228.075,74.083,
B46,230354,601709,-3206.29,82.6924,258.265,-2986.92,75.4077,254.752,225.848,73.8285,
B46,230277,601783,-3214.62,77.9272,259.27,-2990.64,75.3623,256.183,223.044,73.941,
B46,230196,601854,-3221.63,74.1687,258.63,-2995.15,74.6533,255.731,220.027,74.274,
B46,230111,601921,-3229.21,67.9027,259.68,-3001.73,71.5266,254.127,216.977,74.7526,
B46,230024,601983,-3235.48,63.3632,261.071,-3006.04,69.1844,253.44,214.384,75.1088,
B46,229934,602042,-3235.96,65.8262,262.952,-3005.5,70.2162,254.74,212.619,75.1154,
B46,229842,602099,-3234.28,72.8453,266.875,-3002.71,73.2361,256.509,212.449,74.4011,
B46,229750,602156,-3237.1,78.9975,270.388,-2999.12,76.7525,258.808,212.136,73.7644,
B46,229657,602213,-3243.8,79.5571,274.977,-2997.83,78.0664,261.049,212.102,73.0353,
B46,229565,602269,-3253.3,75.9255,278.458,-2997.95,78.3248,263.13,212.134,72.2775,
B46,229471,602326,-3262.48,73.3011,279.032,-3063.39,60.2245,219.985,212.117,71.5394,
B46,229377,602383,-3267.83,73.1446,280.863,-3066.58,61.0542,222.397,212.08,70.8142,
B46,229284,602439,-3270.84,76.0403,282.738,-3073.19,61.9828,221.004,212.039,70.0963,
B46,229190,602495,-3273.03,80.3557,283.151,-3078.43,60.7455,221.558,211.996,69.386,
B46,229096,602552,-3275.93,83.4516,281.65,-3016.7,75.9698,273.462,211.954,68.6824,
B46,229002,602608,-3280.13,84.0197,278.156,-3017.37,75.2451,280.588,211.914,67.9856,
B46,228908,602664,-3285.8,81.186,274.131,-3071.98,56.1653,256.951,211.868,67.2991,
B46,228813,602719,-3289.39,78.576,270.142,-3128.37,38.7396,239.121,211.818,66.622,
B46,228717,602775,-3289.67,77.9651,265.985,-3132.58,45.1156,259.169,211.883,65.8896,
B46,228620,602830,-3287.71,77.3705,262.704,-3141.29,50.5029,280.664,211.091,65.458,
B46,228520,602882,-3282.35,77.6934,260.303,-3154.05,59.1163,279.388,209.349,65.5357,
B46,228418,602932,-3278.3,74.381,258.193,-3172.92,66.9949,260.052,207.544,65.983,
B46,228322,602981,-3277.25,65.461,256.133,-3185.74,70.2315,243.759,207.671,65.6867,
B46,228232,603033,-3271.54,58.035,255.853,-3189.09,67.1535,228.981,208.472,65.0253,
B46,228147,603087,-3258.67,54.9839,255.08,-3187.62,59.0583,221.012,209.652,64.1401,
B46,228065,603143,-3241.85,54.867,248.409,-3167.14,63.2986,218.156,211.152,62.9862,
B46,227988,603203,-3222.36,53.9008,240.726,-3134.32,69.2172,233.085,213.907,61.2761,
B46,227913,603267,-3200.61,52.1016,235.938,-3104.55,71.7527,264.711,215.259,60.157,
B46,227839,603334,-3176.78,52.658,232.703,-3078.83,78.908,290.502,218.226,58.402,
B46,227768,603404,-3150.91,53.2632,237.522,-3060.78,84.4998,302.639,219.939,57.174,
B46,227695,603476,-3122.74,54.7375,251.877,-3050.62,85.7982,306.569,218.134,57.3345,
B46,227617,603549,-3092.75,63.4006,266.394,-3045.16,83.7638,307.528,218.092,57.1873,
B46,227538,603622,-3061.53,74.1831,281.634,-3041.09,84.0441,303.92,218.079,57.1427,
INT_10,240080,600489,-2877.83,53.2789,218.608,-2903.95,59.115,204.406,203.347,78.6443,
INT_10,239970,600544,-2850.77,71.6845,216.323,-2843.89,83.5595,191.061,204.259,77.1626,
INT_10,239867,600594,-2847.66,73.8882,216.668,-2832.36,77.0903,201.681,206.215,76.1851,
INT_10,239765,600645,-2847.53,73.4258,216.294,-2832.34,71.0725,212.476,207.621,75.2111,
INT_10,239665,600700,-2848.47,72.2972,215.232,-2833.93,69.2948,214.025,209.27,74.4723,
INT_10,239566,600757,-2850.28,71.804,213.763,-2834.36,69.9951,214.322,210.691,73.7989,
INT_10,239468,600816,-2854.39,70.1208,213.288,-2835.78,70.1814,214.057,212.514,73.4397,
INT_10,239371,600879,-2858.86,68.1736,213.935,-2838.41,69.6265,213.876,213.958,73.1702,
INT_10,239276,600944,-2860.37,69.4728,214.582,-2840.17,69.3874,214.836,215.267,73.0576,
INT_10,239182,601011,-2860.69,72.0411,215.165,-2841.7,68.6469,215.976,216.169,72.9949,
INT_10,239088,601080,-2862.73,73.1026,215.441,-2842.77,68.2613,216.989,217.127,73.1233,
INT_10,238995,601150,-2866.2,72.884,216.17,-2841.97,69.3173,218.385,217.471,73.1872,
INT_10,238903,601221,-2868.81,73.3032,217.335,-2841.06,69.949,220.281,218.354,73.5565,
INT_10,238810,601296,-2874.38,67.6468,220.095,-2841.33,69.132,221.8,219.328,74.0713,
INT_10,238718,601371,-2893.86,59.7728,216.199,-2838.56,71.511,222.339,220.288,74.6716,
INT_10,238627,601447,-2909.85,68.3478,211.382,-2837.54,73.2032,222.001,221.958,75.5841,
INT_10,238537,601526,-2914.84,77.6414,216.807,-2842.21,70.4941,221.935,223.287,76.3632,
INT_10,238448,601613,-2922.88,73.0281,220.646,-2843.99,70.4621,222.506,225.936,77.5349,
INT_10,238360,601704,-2929.01,68.9596,220.566,-2844.16,71.8669,223.259,226.853,77.947,
INT_10,238275,601797,-2932.36,69.3119,220.314,-2845.97,72.1507,224.005,229.052,78.4769,
INT_10,238193,601893,-2934.23,71.2269,220.664,-2848.11,72.9809,224.097,230.553,78.5123,
INT_10,238115,601990,-2936.8,70.973,222.097,-2853.28,71.8151,224.029,232.39,78.3452,
INT_10,238040,602093,-2940.12,58.0414,219.574,-2860.61,69.0906,223.661,234.297,77.9574,
INT_10,237970,602197,-2939.58,45.1601,215.986,-2864.19,69.8188,224.097,235.967,77.3054,
INT_10,237903,602298,-2937.95,43.2751,224.151,-2865.11,72.0925,225.918,237.006,76.3232,
INT_10,237837,602397,-2936.52,49.698,228.329,-2866.32,72.9399,227.994,237.866,75.2162,
INT_10,237774,602498,-2935.52,53.7163,223.161,-2868.65,72.5707,229.604,238.111,73.9639,
INT_10,237711,602598,-2936.27,50.0917,225.887,-2872.9,71.1815,230.27,238.532,72.8033,
INT_10,237648,602697,-2937.24,52.9247,228.689,-2877.47,69.9943,230.738,238.023,71.5524,
INT_10,237584,602795,-2937.86,54.3052,228.429,-2881.21,69.4277,231.459,236.428,70.251,
INT_10,237518,602893,-2938.72,51.252,230.755,-2884.86,69.3216,231.861,235.726,69.3631,
INT_10,237450,602987,-2939.78,56.0596,228.292,-2889.07,69.2753,231.823,234.694,68.6343,
INT_10,237381,603079,-2940.92,66.3265,224.378,-2893.08,69.5192,231.572,235.211,68.3132,
INT_10,237312,603172,-2945.36,71.6615,224.395,-2897.04,69.7703,231.357,235.272,68.0472,
INT_10,237242,603265,-2953.07,72.0785,224.585,-2901.13,69.9481,231.313,232.823,67.7122,
INT_10,237168,603353,-2960.52,73.4236,225.395,-2904.8,79.3033,222.716,231.349,68.0385,
INT_10,237094,603440,-2966.55,76.6284,226.832,-2917.06,85.154,218.668,233.848,69.1388,
INT_10,237023,603529,-2975.1,75.8364,229.127,-2941.03,79.6777,217.065,234.742,69.917,
INT_10,236954,603621,-2992.75,68.9639,226.686,-2959.86,78.6069,218.489,235.9,70.6436,
INT_10,236886,603713,-3006.1,71.6378,223.51,-2966.63,85.0607,231.307,237.289,71.3808,
INT_10,236825,603810,-3008.72,78.6472,229.419,-2973.66,86.7107,235.838,241.633,72.8972,
INT_10,236777,603914,-3013.32,77.1929,235.679,-2984.58,81.5011,234.549,249.258,75.8741,
INT_10,236731,604019,-3017.73,76.6442,236.044,-2995.65,77.4508,231.481,245.255,76.4471,
INT_10,236678,604122,-3022.41,75.7623,235.751,-3004.58,77.6211,224.452,240.72,76.2675,
INT_10,236619,604223,-3030.47,73.872,234.026,-3000.85,94.2216,208.628,240.103,76.4138,
INT_10,236561,604331,-3006.75,99.1501,206.257,-2977.47,103.176,186.362,238.172,76.0721,
INT_8,245505,592539,-2789.04,50.8211,192.014,-2830.64,42.6151,193.832,44.9043,70.7128,
INT_8,245427,592613,-2776.17,59.0709,190.979,-2820.33,49.5441,192.561,45.6922,70.3249,
INT_8,245354,592691,-2775.14,61.4048,190.836,-2815.6,53.7801,191.204,47.2473,69.8387,
INT_8,245284,592772,-2777.45,60.2054,190.449,-2814.26,58.162,191.122,49.6449,69.2191,
INT_8,245217,592855,-2779.57,59.1016,190.161,-2814.1,59.2286,191.184,52.0715,68.6797,
INT_8,245152,592941,-2780.11,59.8691,190.032,-2814.22,59.1516,191.433,54.0543,68.4461,
INT_8,245091,593029,-2779.31,60.9932,190.121,-2813.6,60.1135,191.772,55.6033,68.5749,
INT_8,245031,593117,-2778.25,60.6608,190.733,-2813.62,61.0247,192.314,55.7398,69.1423,
INT_8,244969,593205,-2777.31,59.9584,191.75,-2815.47,60.7141,193.239,54.3044,70.0707,
INT_8,244908,593293,-2777.32,59.2144,192.932,-2818.27,60.4207,194.447,55.6285,71.0482,
INT_8,244849,593382,-2778.13,58.8929,193.908,-2819.76,62.2374,195.618,55.7802,71.6897,
INT_8,244789,593471,-2779.24,58.847,194.71,-2821.63,63.7946,196.385,56.6003,71.981,
INT_8,244735,593563,-2780.82,58.4907,195.607,-2824.54,63.3973,196.824,61.6871,71.8618,
INT_8,244684,593658,-2782.76,58.1513,196.473,-2825.73,63.5587,197.047,60.7186,71.0018,
INT_8,244633,593752,-2784.35,58.6151,197.228,-2825.94,64.1241,197.245,62.0478,70.5173,
INT_8,244584,593847,-2784.31,60.9124,197.505,-2827.14,63.9993,197.696,63.0048,70.0642,
INT_8,244533,593942,-2785.76,61.6208,197.589,-2829.06,64.0181,198.619,58.8565,69.5811,
INT_8,244479,594035,-2788.97,60.5552,198.078,-2831.89,64.189,199.659,60.6178,69.9677,
INT_8,244427,594129,-2791.22,60.6738,199.003,-2835.76,64.0781,200.258,59.9112,70.095,
INT_8,244374,594223,-2794.15,60.4272,200.269,-2840.39,63.6749,200.825,59.6532,70.4896,
INT_8,244324,594318,-2797.29,60.1552,201.554,-2846.12,62.5968,201.483,63.5402,71.3661,
INT_8,244278,594415,-2799.11,61.2382,202.722,-2850.5,62.7669,202.036,64.2572,71.8036,
INT_8,244234,594514,-2801.6,61.6292,203.595,-2852.86,63.9125,202.614,66.4014,72.5932,
INT_8,244193,594613,-2804.83,61.168,204.333,-2854.87,65.4556,203.037,67.7395,73.2682,
INT_8,244153,594713,-2806.43,62.1041,205.016,-2860.72,63.4721,203.384,67.8832,73.5508,
INT_8,244113,594814,-2809.91,61.0977,205.857,-2867.65,59.6895,204.066,67.7898,73.6056,
INT_8,244072,594914,-2814.11,59.3041,206.876,-2869.98,60.8424,205.242,66.2315,73.1578,
INT_8,244028,595012,-2814.59,60.7772,207.562,-2872.63,62.9413,206.32,64.3016,72.3858,
INT_8,243979,595108,-2814.6,62.097,208.029,-2877.58,63.4904,207.52,60.675,71.3124,
INT_8,243923,595199,-2814.93,62.4776,208.385,-2869.29,77.3623,208.615,56.8131,70.3112,
INT_8,243861,595287,-2815.64,62.0237,208.619,-2861.84,89.6949,208.64,52.0239,69.4126,
INT_8,243793,595370,-2816.25,61.4305,208.826,-2874.11,80.3038,208.382,47.6282,68.7456,
INT_8,243719,595448,-2814.7,62.8068,209.426,-2887.63,67.8977,208.417,44.0993,68.1525,
INT_8,243641,595522,-2812.96,64.9309,210.32,-2889.54,66.7578,208.709,42.2269,67.5733,
INT_8,243561,595594,-2814.82,63.9584,210.816,-2888.46,69.7551,209.667,40.8036,67.0093,
INT_8,243479,595663,-2818.13,61.6018,210.964,-2891,70.2197,211.31,38.8028,66.4771,
INT_8,243395,595729,-2818.86,61.9096,210.962,-2891.76,73.1827,213.161,36.7619,66.0786,
INT_8,243309,595794,-2818.82,62.5261,210.895,-2883.78,86.6678,214.546,35.7837,65.9124,
INT_8,243222,595858,-2819.07,62.5018,210.88,-2892.3,84.2775,215.306,35.1781,65.9922,
INT_8,243133,595918,-2822.77,59.0321,210.929,-2895.09,84.7817,215.973,34.8841,66.3431,
INT_8,243045,595980,-2830.14,54.7909,211.214,-2878.69,101.141,214.934,37.3105,66.7918,
INT_8,242963,596049,-2833.73,56.7809,211.854,-2885.01,93.3243,212.383,40.0776,67.0404,
INT_8,242884,596122,-2832.49,61.1668,212.107,-2902.36,74.3272,212.078,42.4261,66.9776,
INT_8,242805,596196,-2829.15,65.5615,212.462,-2912.9,63.3311,213.842,42.8896,66.6429,
INT_8,242727,596270,-2827.07,69.0712,213.863,-2913.67,65.3588,211.611,42.9712,66.2816,
INT_8,242649,596344,-2832.72,66.2208,217.311,-2909.17,75.1329,203.952,43.091,65.9614,
INT_8,242572,596420,-2849.07,54.7263,229.881,-2900.8,85.0898,191.657,43.9225,65.7631,
INT_8,242496,596497,-2865.47,50.6506,240.057,-2897.91,72.5458,199.057,44.5368,65.6864,
INT_8,242421,596574,-2875.83,53.4069,233.601,-2900.85,56.3705,214.513,45.183,65.7966,
INT_8,242346,596651,-2882.14,52.4965,224.05,-2901.25,58.8914,213.893,45.5076,66.0532,
INT_8,242270,596728,-2885.55,50.0037,220.365,-2899.22,64.371,212.314,45.2772,66.3805,
INT_8,242194,596803,-2885.55,48.7525,217.432,-2900.51,66.0449,211.256,45.2087,66.8735,
INT_8,242119,596880,-2885.4,48.5319,213.919,-2911.74,57.1917,211.158,46.0612,67.8527,
INT_8,242045,596958,-2890.35,47.1408,211.884,-2922,51.533,213.138,45.1664,68.9938,
INT_8,241969,597035,-2896.32,49.9713,209.924,-2926.21,55.3966,216.358,42.5396,69.7343,
INT_8,241892,597112,-2874.25,63.7656,215.421,-2929.05,60.7601,217.628,44.5939,69.9969,
INT_8,241807,597171,-2853.27,76.5851,218.009,-2925.95,70.4981,217.267,21.4303,69.2732,x
M37,251344,577658,-2658.49,29.8102,121.428,-2613.69,39.3839,115.186,226.249,76.1903,
M37,251255,577739,-2688.46,33.4563,126.189,-2635.94,43.3882,110.514,227.091,76.1885,
M37,251175,577820,-2698.71,27.6734,128.814,-2648.69,44.715,119.294,226.957,76.5488,
M37,251097,577899,-2706.65,26.2673,127.945,-2651.52,42.4353,124.894,225.711,77.0982,
M37,251019,577976,-2706.49,30.3594,125.911,-2649.75,43.0889,116.703,224.047,77.4809,
M37,250942,578052,-2701.87,33.3704,126.805,-2648.02,35.9971,121.891,223.416,77.2925,
M37,250863,578126,-2697.61,34.1027,129.318,-2646.22,30.699,131.952,223.086,76.9293,
M37,250784,578201,-2694.43,33.8149,131.246,-2642.07,36.2208,133.088,223.153,76.5053,
M37,250704,578275,-2692.7,32.5571,133.272,-2639.28,40.5015,134.535,222.25,76.5411,
M37,250623,578347,-2690.11,33.025,136.227,-2640.51,40.9988,135.107,220.153,77.1001,
M37,250539,578415,-2687.7,34.8683,139.092,-2638.22,44.2739,132.724,217.722,77.7674,
M37,250454,578481,-2688.2,35.413,141.286,-2618.9,61.9586,110.735,216.261,77.9693,
M37,250372,578545,-2689.42,36.0363,142.287,-2596.59,64.1303,92.5236,216.354,77.4829,
M37,250291,578610,-2691.25,35.4875,142.772,-2586.45,31.1879,122.937,217.613,76.5554,
M37,250206,578676,-2691.77,35.4055,143.722,-2582.96,9.58081,157.051,217.537,76.0329,
M37,250116,578741,-2690.97,36.8027,144.998,-2583.9,11.3358,160.568,215.235,76.9254,
M37,250030,578804,-2691.41,31.3731,132.848,-2585.73,11.539,160.247,215.174,77.4272,
M37,249944,578866,-2693.67,21.5223,122.792,-2587.97,7.95343,162.089,215.178,78.007,
M37,249852,578928,-2696.8,16.6107,144.508,-2587.8,8.98279,160.823,213.189,79.5635,
M37,249757,578987,-2699.03,23.8011,154.379,-2586.35,8.76892,161.286,211.531,81.1639,
M37,249663,579045,-2700.09,31.6647,147.377,-2589.13,5.64746,161.319,212.208,81.6837,
M37,249571,579103,-2697.89,32.8558,149.955,-2589.39,3.35046,162.677,213.274,82.2505,
M37,249482,579163,-2693.93,35.2712,150.48,-2588.51,0.88446,162.015,213.03,83.2349,
M37,249391,579221,-2688.63,39.0818,152.155,-2586.98,1.10004,160.395,212.631,84.1365,
M37,249300,579280,-2685.61,45.9966,153.143,-2581.53,3.3573,159.635,213.095,84.0506,
M37,249208,579340,-2690.23,50.2776,154.752,-2581.38,2.37311,154.961,213.212,83.8313,
M37,249116,579400,-2698.57,48.4918,154.957,-2586.9,0.115845,146.417,212.556,83.9815,
M37,249024,579459,-2706.73,40.2343,152.775,-2586.33,0,141.42,212.812,83.8819,
M37,248933,579518,-2710.58,31.3816,153.825,-2580.69,3.14514,143.475,212.912,83.8883,
M37,248841,579577,-2711.1,28.1337,155.961,-2575.86,10.1086,153.765,213.115,83.8863,
M37,248747,579638,-2710.07,31.1068,157.464,-2568.89,33.0491,163.316,213.303,83.863,
M37,248653,579699,-2661.81,80.8589,158.127,-2563.13,64.2081,156.274,213.307,83.9059,
M37,248574,579770,-2655.88,85.5401,157.352,-2562.89,70.906,147.179,231.215,77.5098,
M37,248518,579855,-2689.32,45.0764,125.042,-2565.57,64.2334,143.168,238.445,76.3003,
M37,248472,579944,-2677.47,44.0096,104.94,-2567.01,63.0153,144.843,244.178,77.0398,
M37,248430,580039,-2672.58,32.5255,125.882,-2570.66,62.9124,150.29,247.979,78.665,
M37,248391,580137,-2683.7,22.6111,131.863,-2578.89,59.551,150.773,250.51,81.3508,
M37,248356,580239,-2702,25.7651,114.504,-2592.28,51.2399,148.674,252.87,83.0945,
M37,248325,580343,-2709.71,37.3889,124.129,-2610.1,33.2345,149.358,255.873,84.2134,
M37,248301,580450,-2713.89,42.5231,146.583,-2627.3,20.05,152.255,259.642,84.3167,
M37,248284,580558,-2720.87,36.7671,143.826,-2648.37,38.0952,154.682,263.681,84.2659,
M37,248273,580671,-2723.81,33.1139,143.642,-2675.44,66.7507,156.287,267.185,84.12,
M37,248267,580783,-2714.48,39.066,149.243,-2702.53,72.8234,156.214,268.967,84.2172,
M69,249934,591978,-2759.02,51.0891,187.343,-2747.57,53.5029,188.115,247.264,75.7809,
M69,249890,592079,-2768.09,50.9067,186.488,-2748.09,53.6141,188.349,246.519,75.8445,
M69,249845,592180,-2778.32,50.7411,185.876,-2749.33,52.7963,188.53,247.222,75.6344,
M69,249800,592281,-2785.86,52.5165,185.66,-2750.5,51.973,188.691,245.547,74.9695,
M69,249748,592378,-2791.68,53.0532,186.081,-2752.52,50.0459,189.123,239.258,74.7284,
M69,249689,592471,-2799.51,50.1422,186.829,-2756.31,49.7828,187.551,237.176,75.8935,
